¿?Que variables es?,MunicipioNa_un_ba,MunicipioNa_un_chical,MunicipioNa_un_jac,srtm,slope,int_extDrain,effDepth,trmm_0,trmm_1,trmm_2,tempAvg_0,PrecAcc_0,PrecAcc_1,PrecAcc_2,Yield,,,,,,,,,,
0,0,0,1,2066,23,3,64,10.8781605,5.601644833,2.0837142,16.7,29.5,26.8,8.9,0.09125,,,,,,,,,,
0,0,0,1,2152,22,3,67,10.89134387,9.5120818,1.875124,19,21,29.5,26.8,0.09375,,,,,,,,,,
0,0,0,1,2152,22,3,67,3.83762417,4.475594,3.111198133,17,15.7,16.1,22,0.098214286,,,,,,,,,,
0,0,0,1,2152,22,3,67,4.882413767,2.579183937,4.642215467,18,15.7,16.1,22,0.0990625,,,,,,,,,,
0,1,0,0,2015,8,3,63,9.622425733,4.001661337,3.505903733,16.1,18.2,15.7,16.1,0.10075,,,,,,,,,,
0,0,0,1,2152,22,3,67,11.88513217,5.4028585,4.46013137,17.5,20.4,18.2,15.7,0.102380952,,,,,,,,,,
0,0,0,1,2152,22,3,67,5.352876033,11.87357987,5.4823961,18,20.4,18.2,15.7,0.103,,,,,,,,,,
0,0,0,1,2152,22,3,67,5.530489067,9.316728467,8.4818787,19,16.2,20.4,18.2,0.104166667,,,,,,,,,,
0,1,0,0,2174,8,3,69,4.728027267,4.797360367,12.5445502,18.5,16.2,20.4,18.2,0.1053125,,,,,,,,,,
0,0,1,0,2151,22,3,67,3.127379167,5.4288345,11.19993503,17.5,3.9,16.2,20.4,0.106785714,,,,,,,,,,
0,0,1,0,2151,22,3,67,2.563968367,4.782550067,5.184880267,16,3.9,16.2,20.4,0.107142857,,,,,,,,,,
0,0,0,1,2152,22,3,67,0.2328434,3.0160811,4.508957133,17,2.6,3.9,16.2,0.107142857,,,,,,,,,,
0,0,1,0,2151,22,3,67,1.100410133,2.563968367,4.0644947,18,2.6,3.9,16.2,0.11375,,,,,,,,,,
0,0,0,1,2152,22,3,67,1.143838333,0.1435771,3.0013822,18,3.6,2.6,3.9,0.11675,,,,,,,,,,
0,0,0,1,2152,22,3,67,0.7507638,0.686574933,2.563968367,17.5,3.6,2.6,3.9,0.117142857,,,,,,,,,,
0,0,0,1,2152,22,3,67,0.6823608,1.049166533,0.2869425,18.5,8,3.6,2.6,0.119642857,,,,,,,,,,
0,0,1,0,2151,22,3,67,2.1424454,0.3443815,1.107836233,17,8,3.6,2.6,0.120625,,,,,,,,,,
0,0,0,1,2152,22,3,67,4.558841,0.563549,0.912279633,18,27.4,8,3.6,0.124464286,,,,,,,,,,
0,0,0,1,2152,22,3,67,5.283981633,1.4095994,1.107890733,19,27.4,8,3.6,0.125,,,,,,,,,,
0,0,0,1,2152,22,3,67,2.483429533,3.80029475,0.4490539,19,16,20,16.3,0.125,,,,,,,,,,
0,0,0,1,2005,15,3,64,1.5852096,2.935277567,2.795864179,19,16,20,16.3,0.126428571,,,,,,,,,,
0,0,0,1,2066,23,3,64,1.6196872,1.858177233,4.263727786,19,5,16,20,0.1265,,,,,,,,,,
0,0,0,1,2066,23,3,64,0.703343903,1.4649276,2.962672267,19,5,16,20,0.12725,,,,,,,,,,
0,0,0,1,2066,23,3,64,4.354910321,0.7303236,6.248,18,20.2,16,14.4,0.130714286,,,,,,,,,,
0,0,0,1,1994,13,3,45,2.831025567,2.795864179,4.3910539,19,20.2,16,14.4,0.130952381,,,,,,,,,,
0,0,1,0,2151,22,3,67,1.878389333,4.346869357,0.6325127,17.5,16.6,20.2,16,0.131875,,,,,,,,,,
0,0,0,1,2152,22,3,67,1.4829444,3.7032519,1.626019286,19,16.6,20.2,16,0.13275,,,,,,,,,,
0,0,0,1,2148,20,3,66,3.786,10.66023523,7.0196771,19,14.7,20.9,29.5,0.134,,,,,,,,,,
0,0,1,0,2151,22,3,67,6.3102833,3.37,10.1551469,17.5,14.7,14.7,20.9,0.1375,,,,,,,,,,
0,0,0,1,2148,20,3,66,0.4490539,6.584,7.498,19,14.7,14.7,20.9,0.139583333,,,,,,,,,,
0,0,1,0,2151,22,3,67,0.785564,6.248,3.786,17.5,16.3,14.7,14.7,0.141428571,,,,,,,,,,
0,0,0,1,2148,20,3,66,1.479498643,4.7960552,3.28,19,16.3,14.7,14.7,0.1415,,,,,,,,,,
0,0,0,1,2148,20,3,66,3.199059893,0.4490539,6.348,19,20,16.3,14.7,0.142857143,,,,,,,,,,
0,0,0,1,2148,20,3,66,1.4649276,2.962672267,3.192791071,17.5,16.6,20.2,16,0.15125,,,,,,,,,,
0,0,0,1,2148,20,3,66,1.7840713,1.683351333,3.992057857,19,5.7,16.6,20.2,0.166666667,,,,,,,,,,
0,0,0,1,2148,20,3,66,0.881645003,1.4238562,2.937950467,19,5.7,16.6,20.2,0.16775,,,,,,,,,,
0,0,0,1,2066,23,3,64,7.4350588,5.804896933,0.6823608,19,28.8,26.5,8.8,0.17075,,,,,,,,,,
0,0,0,1,2148,20,3,66,10.5557529,6.312722433,2.1424454,19,28.8,26.5,8.8,0.1745,,,,,,,,,,
0,0,0,1,2148,20,3,66,10.90714687,8.0385618,4.558841,19,20.5,28.8,26.5,0.175,,,,,,,,,,
0,0,0,1,2148,20,3,66,7.590515833,10.8790832,5.847826633,17.5,20.5,28.8,26.5,0.19375,,,,,,,,,,
0,0,0,1,2066,23,3,64,7.05,10.1814147,8.134010967,19,14.2,20.5,28.8,0.204166667,,,,,,,,,,
0,0,0,1,2148,20,3,66,3.22,7.1268142,10.59835483,17.5,14.2,20.5,28.8,0.211875,,,,,,,,,,
0,0,0,1,2148,20,3,66,6.3102833,3.37,10.1551469,17.5,14.4,14.2,20.5,0.216875,,,,,,,,,,
0,0,0,1,2148,20,3,66,0.4490539,6.584,7.498,19,14.4,14.2,20.5,0.25,,,,,,,,,,
