Id,AB_Thorn,AB_W_Thorn,Nar,Cal,cal_riosu_zr, Na_un_cusal,Na_un_cusba,srtm,slope,intDrain,extDrain,effDepth,trmm_0,trmm_1,trmm_2,trmm_3,tempAvg_0,tempRang_0,PrecAcc_0,tempAvg_1,tempRang_1,PrecAcc_1,tempAvg_2,tempRang_2,PrecAcc_2,tempAvg_3,tempRang_3,PrecAcc_3,Yield
340,1,1,0,0,0,0,1,2307,36,2,3,70,2.684447167,2.14139663,2.974089567,5.802360733,14.8,8.1,164,14.5,8,131,144,76,187,143,74,294,0.26667
341,1,0,0,1,0,0,0,2051,11,3,2,67,3.786,10.66023523,7.0196771,5.874637333,16.7,9.2,149,16.3,8.6,214,162,85,302,167,96,269,0.26786
342,1,1,0,0,0,0,1,2307,36,2,3,70,2.8474857,2.230362067,1.522791967,1.438878,14.3,7.3,359,14.6,8,248,147,81,204,149,84,197,0.26905
343,0,0,0,1,0,0,0,2001,11,3,2,65,1.858177233,3.979479267,0.7303236,6.248,17.4,9.3,162,17.6,9.2,202,174,93,161,172,92,148,0.26984
344,1,0,0,0,0,1,0,1892,12,3,2,29,1.4694094,2.858602567,2.564875533,4.8050539,17.6,9.2,171,17.7,9.1,204,176,93,161,172,91,146,0.27273
345,1,1,0,0,0,0,1,2307,36,2,3,70,5.12286273,1.376048667,0.8431986,3.685684733,14.2,7.5,314,15,7.9,233,148,81,164,145,80,131,0.27381
346,1,1,0,0,0,0,1,2307,36,2,3,70,1.4239568,1.525121867,2.274113467,3.697183533,14.6,8,248,14.7,8.1,204,149,84,197,148,76,224,0.27619
347,1,1,0,0,0,0,1,2307,36,2,3,70,3.822440167,4.8146157,3.426696733,3.656759637,14.8,7.6,224,14.9,7.2,333,142,75,314,150,79,233,0.28333
348,1,0,0,1,0,0,0,2051,11,3,2,67,6.4232637,3.22,7.1268142,10.59835483,16.7,9.1,149,16.7,9.2,149,163,86,214,162,85,302,0.28571
349,0,0,0,1,0,0,0,1958,13,3,2,66,1.4694094,2.858602567,2.564875533,4.8050539,17.4,9.3,162,17.6,9.2,202,174,93,161,172,92,148,0.28968
350,1,0,0,1,0,0,0,2051,11,3,2,67,6.248,4.596,10.51672053,9.1327058,16.7,9.1,149,16.7,9.2,149,163,86,214,162,85,302,0.29167
351,1,0,0,0,0,1,0,2146,15,3,2,70,6.4232637,3.22,7.1268142,10.59835483,15.5,8.9,161,15.5,9.2,165,152,86,227,153,86,315,0.29464
352,1,0,0,1,0,0,0,2051,11,3,2,67,5.658,10.53485053,9.172575133,1.875124,16.7,9.2,149,16.3,8.6,214,162,85,302,167,96,269,0.29762
353,1,0,0,0,0,1,0,2146,15,3,2,70,4.3910539,3.882,7.257728033,11.103663,15.5,8.9,161,15.5,9.2,165,152,86,227,153,86,315,0.29762
354,1,0,0,0,0,1,0,1892,12,3,2,29,3.466876267,1.3041268,6.0431731,3.364,17.7,9.1,204,17.6,9.3,161,172,91,146,171,91,143,0.2987
355,1,0,0,0,0,1,0,1892,12,3,2,29,2.991369667,2.985789233,0.4490539,6.348,17.6,9.2,171,17.7,9.1,204,176,93,161,172,91,146,0.2987
356,1,1,0,0,0,0,1,2307,36,2,3,70,1.529360067,1.6490497,4.1522457,4.678530467,14.7,8.1,204,14.9,8.4,197,148,76,224,149,72,333,0.3
357,0,0,0,1,0,0,0,2001,11,3,2,65,6.348,7.576,10.1728177,7.616607967,17.1,9.2,145,16.6,8.6,211,165,85,296,169,95,266,0.30159
358,1,1,0,0,0,0,1,2307,36,2,3,70,1.385043767,0.8442071,3.424325433,1.711834997,15,7.9,233,14.8,8.1,164,145,80,131,144,76,187,0.30952
359,0,0,0,1,0,0,0,1958,13,3,2,66,1.6196872,1.858177233,3.979479267,0.7303236,17.3,9.7,54,17.4,9.3,162,176,92,202,174,93,161,0.31349
360,0,0,0,1,0,0,0,2001,11,3,2,65,2.991369667,2.985789233,0.4490539,6.348,17.4,9.3,162,17.6,9.2,202,174,93,161,172,92,148,0.31746
361,0,0,0,1,0,0,0,1958,13,3,2,66,7.498,10.69884203,6.932583633,2.1424454,16.6,8.6,211,16.5,8.5,296,169,95,266,173,107,88,0.31746
362,1,0,0,1,0,0,0,2051,11,3,2,67,4.3910539,3.882,7.257728033,11.103663,16.7,9.1,149,16.7,9.2,149,163,86,214,162,85,302,0.32738
363,1,1,0,0,0,0,1,2307,36,2,3,70,3.352851,1.760601497,4.2564051,5.2685029,14.5,8,131,14.4,7.6,187,143,74,294,143,73,359,0.32857
364,1,1,0,0,0,0,1,2307,36,2,3,70,1.125383167,4.006805267,4.5879162,3.550940333,14.9,8.4,197,14.8,7.6,224,149,72,333,142,75,314,0.33095
365,0,0,0,1,0,0,0,2001,11,3,2,65,6.348,4.744,10.76607887,9.8553468,17.2,9.2,148,17.1,9.2,145,166,86,211,165,85,296,0.33333
366,0,0,0,1,0,0,0,1958,13,3,2,66,2.935277567,2.609473233,3.4390539,4.406,17.6,9.2,202,17.4,9.3,161,172,92,148,171,92,145,0.3373
367,1,1,0,0,0,0,1,2307,36,2,3,70,3.198423433,0.505885133,3.169303,1.818941397,15,7.9,233,14.8,8.1,164,145,80,131,144,76,187,0.3381
368,1,0,0,1,0,0,0,2051,11,3,2,67,2.882,7.9504142,11.33875483,5.016660233,16.7,9.2,149,16.3,8.6,214,162,85,302,167,96,269,0.33929
369,1,0,0,0,0,1,0,2010,9,3,2,37,1.4639445,2.991369667,2.985789233,0.4490539,17,9.6,50,17.2,9.2,166,171,91,205,170,93,164,0.34026
370,0,0,0,1,0,0,0,2001,11,3,2,65,1.4639445,2.991369667,2.985789233,0.4490539,17.3,9.7,54,17.4,9.3,162,176,92,202,174,93,161,0.34127
371,0,0,0,1,0,0,0,1958,13,3,2,66,4.962,10.89134387,9.5120818,1.875124,17.1,9.2,145,16.6,8.6,211,165,85,296,169,95,266,0.34127
372,0,0,0,1,0,0,0,1958,13,3,2,66,6.584,8.260950333,10.5557529,6.312722433,17.1,9.2,145,16.6,8.6,211,165,85,296,169,95,266,0.34524
373,1,0,0,1,0,0,0,2051,11,3,2,67,6.348,7.05,10.1814147,8.134010967,16.7,9.1,149,16.7,9.2,149,163,86,214,162,85,302,0.35119
374,0,0,0,1,0,0,0,1958,13,3,2,66,2.991369667,2.985789233,0.4490539,6.348,17.4,9.3,162,17.6,9.2,202,174,93,161,172,92,148,0.35317
375,1,0,0,1,0,0,0,2051,11,3,2,67,1.3600291,6.3102833,3.37,10.0386372,17,9.3,163,16.7,9.1,149,167,92,149,163,86,214,0.35714
376,1,0,0,1,0,0,0,2051,11,3,2,67,6.146,7.802775733,10.7557842,6.078865733,16.7,9.2,149,16.3,8.6,214,162,85,302,167,96,269,0.35714
377,0,0,0,1,0,0,0,1958,13,3,2,66,3.28,7.9242132,10.90207383,5.543542233,17.1,9.2,145,16.6,8.6,211,165,85,296,169,95,266,0.35714
378,0,0,0,1,0,0,0,1958,13,3,2,66,1.858177233,3.979479267,0.7303236,6.248,17.4,9.3,162,17.6,9.2,202,174,93,161,172,92,148,0.36111
379,1,1,0,0,0,0,1,2307,36,2,3,70,2.7909908,2.080983197,5.3748122,3.8231898,14.5,8,131,14.4,7.6,187,143,74,294,143,73,359,0.3619
380,1,0,0,1,0,0,0,2051,11,3,2,67,0.6325127,6.348,4.744,10.76607887,17,9.3,163,16.7,9.1,149,167,92,149,163,86,214,0.3631
381,0,0,0,1,0,0,0,2001,11,3,2,65,1.4694094,2.858602567,2.564875533,4.8050539,17.4,9.3,162,17.6,9.2,202,174,93,161,172,92,148,0.36508
382,0,0,0,1,0,0,0,1958,13,3,2,66,3.698,10.16289523,7.4350588,5.804896933,17.1,9.2,145,16.6,8.6,211,165,85,296,169,95,266,0.36905
383,1,1,0,0,0,0,1,2307,36,2,3,70,3.7957019,2.708897967,1.2617441,1.090431367,14.3,7.3,359,14.6,8,248,147,81,204,149,84,197,0.36905
384,1,1,0,0,0,0,1,2307,36,2,3,70,1.490694767,1.018937,4.036146067,4.423865,14.7,8.1,204,14.9,8.4,197,148,76,224,149,72,333,0.37381
385,1,1,0,0,0,0,1,2307,36,2,3,70,4.457345197,1.402927133,1.4770781,2.8522697,14.2,7.5,314,15,7.9,233,148,81,164,145,80,131,0.37381
386,1,0,0,0,0,1,0,2010,9,3,2,37,1.4694094,2.858602567,2.564875533,4.8050539,17.2,9.2,166,17.1,9.1,205,170,93,164,167,91,149,0.37662
387,1,0,0,0,0,1,0,2146,15,3,2,70,0.4490539,6.348,7.576,10.1728177,15.8,9.2,184,15.5,8.9,161,155,92,165,152,86,227,0.38095
388,1,1,0,0,0,0,1,2307,36,2,3,70,1.4904492,1.006705167,3.559744267,4.7913762,14.7,8.1,204,14.9,8.4,197,148,76,224,149,72,333,0.38333
389,1,1,0,0,0,0,1,2307,36,2,3,70,1.4504941,1.279280867,3.553902267,3.436973633,14.7,8.1,204,14.9,8.4,197,148,76,224,149,72,333,0.38571
390,1,0,0,1,0,0,0,2051,11,3,2,67,0.4490539,6.348,7.576,10.1728177,17,9.3,163,16.7,9.1,149,167,92,149,163,86,214,0.39286
391,0,0,0,1,0,0,0,2001,11,3,2,65,1.6196872,1.858177233,3.979479267,0.7303236,17.3,9.7,54,17.4,9.3,162,176,92,202,174,93,161,0.39683
392,0,0,0,1,0,0,0,1958,13,3,2,66,3.466876267,1.3041268,6.0431731,3.364,17.6,9.2,202,17.4,9.3,161,172,92,148,171,92,145,0.39683
393,1,1,0,0,0,0,1,2307,36,2,3,70,4.4940516,1.006065133,2.638219167,2.034713133,14.2,7.5,314,15,7.9,233,148,81,164,145,80,131,0.41667
394,1,1,0,0,0,0,1,2307,36,2,3,70,1.292576267,3.525988867,4.457657933,3.145616267,14.9,8.4,197,14.8,7.6,224,149,72,333,142,75,314,0.41905
395,0,0,0,1,0,0,0,2001,11,3,2,65,6.3102833,3.37,10.0386372,7.588656533,17.2,9.2,148,17.1,9.2,145,166,86,211,165,85,296,0.42857
396,1,1,0,0,0,0,1,2307,36,2,3,70,3.400791433,1.587395297,5.578074733,3.818012967,14.5,8,131,14.4,7.6,187,143,74,294,143,73,359,0.43095
397,1,0,0,0,0,1,0,2146,15,3,2,70,0.6325127,6.348,4.744,10.76607887,15.8,9.2,184,15.5,8.9,161,155,92,165,152,86,227,0.46131
398,0,0,0,1,0,0,0,1958,13,3,2,66,4.064582967,0.7303236,6.248,3.836,17.6,9.2,202,17.4,9.3,161,172,92,148,171,92,145,0.47619
399,1,0,0,0,0,1,0,1892,12,3,2,29,2.935277567,2.609473233,3.4390539,4.406,17.7,9.1,204,17.6,9.3,161,172,91,146,171,91,143,0.48052
400,0,0,0,1,0,0,0,1958,13,3,2,66,3.4390539,4.406,7.590515833,10.8790832,17.2,9.2,148,17.1,9.2,145,166,86,211,165,85,296,0.4881
401,1,0,0,0,0,1,0,2010,9,3,2,37,2.882,7.9504142,11.33875483,5.016660233,16.6,9.1,148,16.2,8.5,212,162,84,300,167,94,274,0.48831
402,0,0,0,1,0,0,0,2001,11,3,2,65,4.7677761,3.468,7.483230533,10.8781605,17.2,9.2,148,17.1,9.2,145,166,86,211,165,85,296,0.49206
403,1,1,0,0,0,0,1,2307,36,2,3,70,1.594145567,3.539792667,3.266171933,4.096487167,14.9,8.4,197,14.8,7.6,224,149,72,333,142,75,314,0.51429
404,1,1,0,0,0,0,1,2307,36,2,3,70,3.766939667,5.1590607,3.039027833,3.319416237,14.8,7.6,224,14.9,7.2,333,142,75,314,150,79,233,0.51667
405,0,0,0,1,0,0,0,2001,11,3,2,65,2.935277567,2.609473233,3.4390539,4.406,17.6,9.2,202,17.4,9.3,161,172,92,148,171,92,145,0.52381
406,1,0,0,0,0,1,0,2010,9,3,2,37,2.991369667,2.985789233,0.4490539,6.348,17.2,9.2,166,17.1,9.1,205,170,93,164,167,91,149,0.52468
407,1,0,0,1,0,0,0,2058,16,3,2,41,2.991369667,2.985789233,0.4490539,6.348,17.4,9.3,162,17.6,9.2,202,174,93,161,172,92,148,0.54167
408,0,0,0,1,0,0,0,1958,13,3,2,66,6.348,6.654,10.3819792,8.329446467,17.2,9.2,148,17.1,9.2,145,166,86,211,165,85,296,0.54762
409,1,0,0,0,0,1,0,2146,15,3,2,70,1.3600291,6.3102833,3.37,10.0386372,15.8,9.2,184,15.5,8.9,161,155,92,165,152,86,227,0.54762
410,1,0,0,0,0,1,0,2146,15,3,2,70,1.4694094,2.858602567,2.564875533,4.8050539,15.9,9.1,160,16,9,205,158,92,184,155,89,161,0.5506
411,0,0,0,1,0,0,0,1958,13,3,2,66,3.546941767,0.4490539,6.348,6.654,17.6,9.2,202,17.4,9.3,161,172,92,148,171,92,145,0.5754
412,1,0,0,0,0,1,0,2146,15,3,2,70,1.4649276,2.962672267,2.979938333,0.4490539,15.9,9.1,160,16,9,205,158,92,184,155,89,161,0.57738
413,1,0,1,0,0,0,0,2062,13,3,2,70,1.4639445,2.991369667,2.985789233,0.4490539,17,9.6,49,17.2,9.2,159,171,91,201,170,93,163,0.58333
414,1,0,0,0,0,1,0,2146,15,3,2,70,0.881645003,1.4238562,2.937950467,2.867430433,15.6,9.3,39,15.9,9.1,160,160,90,205,158,92,184,0.58631
415,1,0,0,0,0,1,0,2146,15,3,2,70,1.6538384,1.887321833,4.018048667,0.6284584,15.6,9.3,39,15.9,9.1,160,160,90,205,158,92,184,0.58929
416,1,0,0,0,0,1,0,2146,15,3,2,70,1.517618,4.7677761,3.468,7.483230533,15.8,9.2,184,15.5,8.9,161,155,92,165,152,86,227,0.59226
417,1,0,0,1,0,0,0,2058,16,3,2,41,0.4490539,6.348,7.576,10.1728177,17.4,9.3,161,17.2,9.2,148,171,92,145,166,86,211,0.59524
418,1,0,0,0,0,1,0,2146,15,3,2,70,4.064582967,0.7303236,6.248,3.836,16,9,205,15.8,9.2,184,155,89,161,155,92,165,0.59524
419,1,0,0,0,0,1,0,2010,9,3,2,37,6.146,7.802775733,10.7557842,6.078865733,16.6,9.1,148,16.2,8.5,212,162,84,300,167,94,274,0.6
420,1,0,0,0,0,1,0,2146,15,3,2,70,3.546941767,0.4490539,6.348,6.654,16,9,205,15.8,9.2,184,155,89,161,155,92,165,0.60417
421,1,0,0,1,0,0,0,2058,16,3,2,41,0.6325127,6.348,4.744,10.76607887,17.4,9.3,161,17.2,9.2,148,171,92,145,166,86,211,0.60714
422,0,0,0,1,0,0,0,1958,13,3,2,66,6.248,3.836,10.90714687,8.0385618,17.2,9.2,148,17.1,9.2,145,166,86,211,165,85,296,0.61111
423,1,0,0,0,0,1,0,2146,15,3,2,70,1.858177233,3.979479267,0.7303236,6.248,15.9,9.1,160,16,9,205,158,92,184,155,89,161,0.6131
424,1,0,0,0,0,1,0,2146,15,3,2,70,1.7840713,1.683351333,3.725920667,1.1598462,15.6,9.3,39,15.9,9.1,160,160,90,205,158,92,184,0.625
425,0,0,0,1,0,0,0,2001,11,3,2,65,3.466876267,1.3041268,6.0431731,3.364,17.6,9.2,202,17.4,9.3,161,172,92,148,171,92,145,0.63492
426,0,0,0,1,0,0,0,2001,11,3,2,65,0.5387561,6.348,4.962,10.89134387,17.4,9.3,161,17.2,9.2,148,171,92,145,166,86,211,0.63492
427,1,0,0,0,0,1,0,2146,15,3,2,70,3.466876267,1.3041268,6.0431731,3.364,16,9,205,15.8,9.2,184,155,89,161,155,92,165,0.63988
428,0,0,0,1,0,0,0,2001,11,3,2,65,0.4490539,6.584,7.498,10.69884203,17.2,9.2,148,17.1,9.2,145,166,86,211,165,85,296,0.64286
429,0,0,0,1,0,0,0,1958,13,3,2,66,6.0431731,3.364,7.072296533,10.9428725,17.2,9.2,148,17.1,9.2,145,166,86,211,165,85,296,0.65873
430,1,0,1,0,0,0,0,2062,13,3,2,70,1.6196872,1.858177233,3.979479267,0.7303236,17,9.6,49,17.2,9.2,159,171,91,201,170,93,163,0.66071
431,0,0,0,1,0,0,0,2001,11,3,2,65,4.064582967,0.7303236,6.248,3.836,17.6,9.2,202,17.4,9.3,161,172,92,148,171,92,145,0.6746
432,0,0,0,1,0,0,0,1958,13,3,2,66,0.7303236,6.248,4.596,10.73220073,17.4,9.3,161,17.2,9.2,148,171,92,145,166,86,211,0.71032
433,0,0,0,1,0,0,0,2001,11,3,2,65,0.8295462,6.2721453,3.698,10.16289523,17.4,9.3,161,17.2,9.2,148,171,92,145,166,86,211,0.71429
434,1,0,0,0,0,1,0,2010,9,3,2,37,1.858177233,3.979479267,0.7303236,6.248,17.2,9.2,166,17.1,9.1,205,170,93,164,167,91,149,0.72208
435,1,0,0,0,1,0,0,2037,11,3,2,67,1.4639445,2.991369667,2.985789233,0.4490539,17,9.6,49,17.2,9.2,159,171,91,201,170,93,163,0.74048
436,1,0,0,0,1,0,0,2037,11,3,2,67,2.935277567,2.609473233,3.4390539,4.406,17.1,9.1,201,17,9.3,163,167,91,149,167,92,149,0.75476
437,1,0,1,0,0,0,0,2062,13,3,2,70,3.466876267,1.3041268,6.0431731,3.364,17.1,9.1,201,17,9.3,163,167,91,149,167,92,149,0.7619
438,1,0,1,0,0,0,0,2062,13,3,2,70,1.4694094,2.858602567,2.564875533,4.8050539,17.2,9.2,159,17.1,9.1,201,170,93,163,167,91,149,0.76786
439,1,0,0,0,0,1,0,2146,15,3,2,70,2.991369667,2.985789233,0.4490539,6.348,15.9,9.1,160,16,9,205,158,92,184,155,89,161,0.77083
440,1,0,0,0,0,1,0,2010,9,3,2,37,6.348,7.05,10.1814147,8.134010967,16.7,9.1,149,16.6,9.1,148,162,85,212,162,84,300,0.78182
441,0,0,0,1,0,0,0,2001,11,3,2,65,3.546941767,0.4490539,6.348,6.654,17.6,9.2,202,17.4,9.3,161,172,92,148,171,92,145,0.78571
442,0,0,0,1,0,0,0,1958,13,3,2,66,0.4490539,6.348,7.314,10.120367,17.4,9.3,161,17.2,9.2,148,171,92,145,166,86,211,0.78571
443,1,0,0,1,0,0,0,2058,16,3,2,41,1.3600291,6.3102833,3.37,10.0386372,17.4,9.3,161,17.2,9.2,148,171,92,145,166,86,211,0.79167
444,1,0,0,0,0,1,0,2146,15,3,2,70,1.380571703,1.516454,3.9261792,1.3150905,15.6,9.3,39,15.9,9.1,160,160,90,205,158,92,184,0.79167
445,0,0,0,1,0,0,0,1958,13,3,2,66,2.564875533,4.8050539,3.468,7.483230533,17.4,9.3,161,17.2,9.2,148,171,92,145,166,86,211,0.79365
446,0,0,0,1,0,0,0,2001,11,3,2,65,1.3808654,4.7960552,3.28,7.9242132,17.4,9.3,161,17.2,9.2,148,171,92,145,166,86,211,0.80952
447,1,0,0,1,0,0,0,2058,16,3,2,41,1.517618,4.7677761,3.468,7.483230533,17.4,9.3,161,17.2,9.2,148,171,92,145,166,86,211,0.80952
448,1,0,0,0,1,0,0,2037,11,3,2,67,3.466876267,1.3041268,6.0431731,3.364,17.1,9.1,201,17,9.3,163,167,91,149,167,92,149,0.81905
449,1,0,0,0,1,0,0,2037,11,3,2,67,1.6196872,1.858177233,3.979479267,0.7303236,17,9.6,49,17.2,9.2,159,171,91,201,170,93,163,0.82619
450,1,0,0,1,0,0,0,2058,16,3,2,41,2.935277567,2.609473233,3.4390539,4.406,17.6,9.2,202,17.4,9.3,161,172,92,148,171,92,145,0.82738
451,1,0,0,0,0,1,0,2146,15,3,2,70,2.935277567,2.609473233,3.4390539,4.406,16,9,205,15.8,9.2,184,155,89,161,155,92,165,0.85714
452,0,0,0,1,0,0,0,2001,11,3,2,65,2.780262133,0.4490539,6.584,8.260950333,17.4,9.3,161,17.2,9.2,148,171,92,145,166,86,211,0.87302
453,1,0,0,1,0,0,0,2058,16,3,2,41,3.466876267,1.3041268,6.0431731,3.364,17.6,9.2,202,17.4,9.3,161,172,92,148,171,92,145,0.88095
454,1,0,1,0,0,0,0,2062,13,3,2,70,2.991369667,2.985789233,0.4490539,6.348,17.2,9.2,159,17.1,9.1,201,170,93,163,167,91,149,0.8869
455,1,0,0,1,0,0,0,2058,16,3,2,41,3.546941767,0.4490539,6.348,6.654,17.6,9.2,202,17.4,9.3,161,172,92,148,171,92,145,0.92262
456,1,0,0,0,0,1,0,2010,9,3,2,37,6.248,4.596,10.51672053,9.1327058,16.7,9.1,149,16.6,9.1,148,162,85,212,162,84,300,0.93247
457,1,0,0,0,0,1,0,2010,9,3,2,37,6.4232637,3.22,7.1268142,10.59835483,16.7,9.1,149,16.6,9.1,148,162,85,212,162,84,300,0.97662
458,1,0,1,0,0,0,0,2062,13,3,2,70,2.935277567,2.609473233,3.4390539,4.406,17.1,9.1,201,17,9.3,163,167,91,149,167,92,149,0.9881
459,1,0,0,0,0,1,0,2010,9,3,2,37,3.466876267,1.3041268,6.0431731,3.364,17.1,9.1,205,17,9.3,164,167,91,149,166,91,148,0.98961
460,1,0,0,0,1,0,0,2037,11,3,2,67,1.517618,4.7677761,3.468,7.483230533,17,9.3,163,16.7,9.1,149,167,92,149,163,86,214,1.00238
461,1,0,0,0,1,0,0,2037,11,3,2,67,4.064582967,0.7303236,6.248,3.836,17.1,9.1,201,17,9.3,163,167,91,149,167,92,149,1.00476
462,1,0,0,0,0,1,0,2010,9,3,2,37,2.935277567,2.609473233,3.4390539,4.406,17.1,9.1,205,17,9.3,164,167,91,149,166,91,148,1.01039
463,1,0,0,0,0,1,0,2010,9,3,2,37,4.3910539,3.882,7.257728033,11.103663,16.7,9.1,149,16.6,9.1,148,162,85,212,162,84,300,1.01299
464,1,0,0,0,1,0,0,2037,11,3,2,67,2.882,7.9504142,11.33875483,5.016660233,16.7,9.2,149,16.3,8.6,214,162,85,302,167,96,269,1.02857
465,1,0,0,0,0,1,0,2010,9,3,2,37,0.4490539,6.348,7.576,10.1728177,17,9.3,164,16.7,9.1,149,166,91,148,162,85,212,1.05974
466,1,0,0,0,1,0,0,2037,11,3,2,67,3.546941767,0.4490539,6.348,6.654,17.1,9.1,201,17,9.3,163,167,91,149,167,92,149,1.08095
467,1,0,0,0,1,0,0,2037,11,3,2,67,1.3600291,6.3102833,3.37,10.0386372,17,9.3,163,16.7,9.1,149,167,92,149,163,86,214,1.10714
468,1,0,0,1,0,0,0,2058,16,3,2,41,4.064582967,0.7303236,6.248,3.836,17.6,9.2,202,17.4,9.3,161,172,92,148,171,92,145,1.1131
469,1,0,1,0,0,0,0,2062,13,3,2,70,1.858177233,3.979479267,0.7303236,6.248,17.2,9.2,159,17.1,9.1,201,170,93,163,167,91,149,1.11905
470,1,0,0,0,0,1,0,2010,9,3,2,37,4.064582967,0.7303236,6.248,3.836,17.1,9.1,205,17,9.3,164,167,91,149,166,91,148,1.18182
471,1,0,0,0,1,0,0,2037,11,3,2,67,6.146,7.802775733,10.7557842,6.078865733,16.7,9.2,149,16.3,8.6,214,162,85,302,167,96,269,1.21905
472,1,0,0,0,0,1,0,2010,9,3,2,37,1.517618,4.7677761,3.468,7.483230533,17,9.3,164,16.7,9.1,149,166,91,148,162,85,212,1.23896
473,1,0,0,0,0,1,0,2010,9,3,2,37,1.3600291,6.3102833,3.37,10.0386372,17,9.3,164,16.7,9.1,149,166,91,148,162,85,212,1.27013
474,1,0,0,0,0,1,0,2010,9,3,2,37,0.6325127,6.348,4.744,10.76607887,17,9.3,164,16.7,9.1,149,166,91,148,162,85,212,1.3039
475,1,0,0,0,0,1,0,2010,9,3,2,37,3.546941767,0.4490539,6.348,6.654,17.1,9.1,205,17,9.3,164,167,91,149,166,91,148,1.31169
476,1,0,0,0,1,0,0,2037,11,3,2,67,3.786,10.66023523,7.0196771,5.874637333,16.7,9.2,149,16.3,8.6,214,162,85,302,167,96,269,1.32381
477,1,0,0,0,1,0,0,2037,11,3,2,67,0.6325127,6.348,4.744,10.76607887,17,9.3,163,16.7,9.1,149,167,92,149,163,86,214,1.42381
478,1,0,0,0,1,0,0,2037,11,3,2,67,6.348,7.05,10.1814147,8.134010967,16.7,9.1,149,16.7,9.2,149,163,86,214,162,85,302,1.42857
479,1,0,0,0,1,0,0,2037,11,3,2,67,0.4490539,6.348,7.576,10.1728177,17,9.3,163,16.7,9.1,149,167,92,149,163,86,214,1.43095
480,1,0,0,0,1,0,0,2037,11,3,2,67,6.248,4.596,10.51672053,9.1327058,16.7,9.1,149,16.7,9.2,149,163,86,214,162,85,302,1.50714
481,1,0,0,0,1,0,0,2037,11,3,2,67,4.3910539,3.882,7.257728033,11.103663,16.7,9.1,149,16.7,9.2,149,163,86,214,162,85,302,1.55
482,1,0,1,0,0,0,0,2062,13,3,2,70,4.064582967,0.7303236,6.248,3.836,17.1,9.1,201,17,9.3,163,167,91,149,167,92,149,1.57738
483,1,0,1,0,0,0,0,2062,13,3,2,70,0.4490539,6.348,7.576,10.1728177,17,9.3,163,16.7,9.1,149,167,92,149,163,86,214,1.66667
484,1,0,0,0,1,0,0,2037,11,3,2,67,6.4232637,3.22,7.1268142,10.59835483,16.7,9.1,149,16.7,9.2,149,163,86,214,162,85,302,1.68571
485,1,0,1,0,0,0,0,2062,13,3,2,70,3.546941767,0.4490539,6.348,6.654,17.1,9.1,201,17,9.3,163,167,91,149,167,92,149,1.76786
486,1,0,1,0,0,0,0,2062,13,3,2,70,0.6325127,6.348,4.744,10.76607887,17,9.3,163,16.7,9.1,149,167,92,149,163,86,214,1.875
487,1,0,1,0,0,0,0,2062,13,3,2,70,1.517618,4.7677761,3.468,7.483230533,17,9.3,163,16.7,9.1,149,167,92,149,163,86,214,2.07738
488,1,0,1,0,0,0,0,2062,13,3,2,70,1.3600291,6.3102833,3.37,10.0386372,17,9.3,163,16.7,9.1,149,167,92,149,163,86,214,2.13095
