ID_CULTIVO,ID_LOTE,ID_FINCA,FECHA_SIEMBRA,FECHA_COSECHA,TIPO_SIEMBRA,SEM_TRATADAS,DIST_SURCOS,DIST_PLANTAS,COLOR_ENDOSPERMO,SEM_POR_SITIO,CULT_ANT,DRENAJE,POBLACION_20DIAS,METODO_COSECHA,PROD_COSECHADO,ALMACENAMIENTO_FINCA,ContEnfQui,ContMalQui,ContPlaQui,CanFerQui,TotN,Totp,Totk,PENDIENTE,PH,ESTRUCTURA_RASTA,MAT_ORGANICA,DRE_INTERN,DREN_EXTERN,PROF_EFEC,MATERIAL_GENETICO1,DEPARTAMENTO,MUNICIPIO,RDT,Temp_Max_Avg_Veg,Temp_Min_Avg_Veg,Temp_Avg_Veg,Diurnal_Range_Avg_Veg,Sol_Ener_Accu_Veg,Temp_Max_34_Freq_Veg,Rain_Accu_Veg,Rain_10_Freq_Veg,Temp_Min_15_Freq_Veg,Rhum_Avg_Veg,Rhum_sd_Veg,Temp_Max_Avg_For,Temp_Min_Avg_For,Temp_Avg_For,Diurnal_Range_Avg_For,Sol_Ener_Accu_For,Temp_Max_34_Freq_For,Rain_Accu_For,Rain_10_Freq_For,Temp_Min_15_Freq_For,Rhum_Avg_For,Rhum_sd_For,Temp_Max_Avg_Mad,Temp_Min_Avg_Mad,Temp_Avg_Mad,Diurnal_Range_Avg_Mad,Sol_Ener_Accu_Mad,Temp_Max_34_Freq_Mad,Rain_Accu_Mad,Rain_10_Freq_Mad,Temp_Min_15_Freq_Mad,Rhum_Avg_Mad,Rhum_sd_Mad,Textura
2098,1940,1813,5/23/2015,10/1/2015,1,NO,0.8,0.18,Blanco,N/A,Algodón,FALSO,60000,2,Grano seco,NO,0,1,1,1,46,0,0,2,5,ATERRONADA,BAJA,LENTO A MUY LENTO,NINGUNO,10,DK 234,CÓRDOBA,LORICA,2700,32.26987412,23.90522765,28.08755089,8.364646465,38310.21179,0.101010101,729.5,0.212121212,0,82.89072978,2.793870494,32.54164904,23.82410518,28.18287711,8.71754386,22360.85292,0.122807018,571.7,0.263157895,0,82.24291703,2.552381616,31.956849,23.63920194,27.79802547,8.317647059,13456.67284,0.058823529,166.5,0.088235294,0,83.35443159,1.769611769,Ar
2099,1939,1814,5/21/2015,9/28/2015,1,NO,0.8,0.18,Blanco,N/A,Algodón,FALSO,60000,2,Grano seco,NO,0,1,0,1,46,0,0,1,6,GRANULAR,BAJA,LENTO A MUY LENTO,NINGUNO,25,DK 234,CÓRDOBA,LORICA,1200,32.24667905,23.92546692,28.08607299,8.321212121,38261.0971,0.101010101,748.5,0.222222222,0,82.95713263,2.869043961,32.51892581,23.8329609,28.17594335,8.685964912,22376.24933,0.122807018,540.7,0.245614035,0,82.25616143,2.722484197,31.83279998,23.59946664,27.71613331,8.233333333,12836.43504,0.060606061,195.2,0.121212121,0,83.66311511,1.666987963,F
2100,1938,1815,5/24/2015,9/28/2015,1,NO,0.8,0.18,Blanco,N/A,Algodón,FALSO,55000,2,Grano seco,NO,0,1,0,1,46,0,0,1,5,GRANULAR,BAJA,LENTO A MUY LENTO,NINGUNO,32,DK 234,CÓRDOBA,LORICA,3100,32.26422103,23.89452406,28.07937254,8.36969697,38408.75591,0.101010101,730.5,0.212121212,0,82.9053196,2.790648884,32.48447983,23.7879886,28.13623421,8.696491228,22311.72628,0.105263158,571.7,0.263157895,0,82.283531,2.543617597,31.8565781,23.6265781,27.7415781,8.23,11758.98544,0.066666667,164.2,0.1,0,83.59843152,1.680361,F
2101,1937,1816,5/20/2015,10/1/2015,1,NO,0.8,0.17,Blanco,N/A,Algodón,FALSO,55000,2,Grano seco,NO,0,1,1,1,46,0,0,1,6,ATERRONADA,MEDIA,BUENO,NINGUNO,60,DK 234,CÓRDOBA,LORICA,2400,32.25887195,23.93361942,28.09624568,8.325252525,38287.25642,0.101010101,718.5,0.212121212,0,82.9312363,2.872142507,32.50869383,23.83851839,28.17360611,8.670175439,22349.71857,0.122807018,485.7,0.228070175,0,82.28610496,2.729458649,31.9327497,23.61383078,27.77329024,8.318918919,14489.09683,0.054054054,252.5,0.135135135,0,83.4092304,1.772671316,Ar
2102,1936,1817,5/21/2015,9/28/2015,1,SI,0.8,0.17,Amarillo,N/A,Algodón,VERDADERO,62000,1,Grano seco,NO,0,1,1,2,92,0,0,1,5.5,GRANULAR,BAJA,LENTO A MUY LENTO,NINGUNO,22,Otro,CÓRDOBA,LORICA,3200,32.24667905,23.92546692,28.08607299,8.321212121,38261.0971,0.101010101,748.5,0.222222222,0,82.95713263,2.869043961,32.51892581,23.8329609,28.17594335,8.685964912,22376.24933,0.122807018,540.7,0.245614035,0,82.25616143,2.722484197,31.83279998,23.59946664,27.71613331,8.233333333,12836.43504,0.060606061,195.2,0.121212121,0,83.66311511,1.666987963,FAr
2103,1935,1818,5/25/2015,9/30/2015,3,NO,0.8,0.5,Amarillo,N/A,Maiz,FALSO,55000,2,Grano seco,NO,0,1,1,3,92,0,0,1,7,ATERRONADA,BAJA,LENTO A MUY LENTO,NINGUNO,36,Otro,CÓRDOBA,LORICA,5100,32.28967032,23.88664002,28.08815517,8.403030303,38394.25836,0.111111111,732.5,0.212121212,0,82.8815667,2.799404078,32.44939552,23.72307973,28.08623763,8.726315789,22444.67243,0.087719298,551.7,0.245614035,0,82.34185177,2.520997298,31.94340191,23.6853374,27.81436966,8.258064516,12163.31068,0.064516129,163.5,0.096774194,0,83.40296422,1.848002099,F
2104,1934,1819,5/20/2015,10/2/2015,3,SI,0.8,0.5,Amarillo,N/A,Algodón,FALSO,55000,2,Grano seco,NO,0,1,3,2,92,0,0,1,5.5,GRANULAR,BAJA,LENTO A MUY LENTO,NINGUNO,38,PAC 105,CÓRDOBA,LORICA,1800,32.25887195,23.93361942,28.09624568,8.325252525,38287.25642,0.101010101,718.5,0.212121212,0,82.9312363,2.872142507,32.50869383,23.83851839,28.17360611,8.670175439,22349.71857,0.122807018,485.7,0.228070175,0,82.28610496,2.729458649,31.87990822,23.60096085,27.74043453,8.278947368,14827.16498,0.052631579,252.5,0.131578947,0,83.48029123,1.80258737,FAr
2105,1932,1821,5/12/2015,9/21/2015,3,NO,0.8,0.4,Amarillo,N/A,Maiz,FALSO,60000,2,Grano seco,NO,0,0,2,2,92,0,0,1,6.5,ATERRONADA,BAJA,LENTO A MUY LENTO,NINGUNO,25,Otro,CÓRDOBA,CIÉNAGA DE ORO,1700,32.29983367,23.86043973,28.0801367,8.439393939,37487.38861,0.171717172,945.9,0.252525253,0,85.00274595,2.830449766,32.48732611,23.93294014,28.21013312,8.554385965,21978.70621,0.245614035,696.8,0.315789474,0,84.62292525,3.09712849,32.122818,22.93996085,27.53138942,9.182857143,13843.55785,0,273.3,0.285714286,0,84.97714875,2.256513102,FAr
2107,1946,1829,5/19/2015,9/25/2015,1,SI,0.8,0.14,Blanco,N/A,Algodón,VERDADERO,74000,1,Grano seco,NO,1,3,12,5,110,46,120,4,5,GRANULAR,MEDIA,BUENO,LENTO,60,P3966 (Pioneer),CÓRDOBA,SAN PELAYO,7000,33.48116251,24.24176857,28.86146554,9.239393939,38303.2835,0.343434343,790.8,0.202020202,0,79.71731731,4.895413603,33.31543845,23.91017529,28.61280687,9.405263158,21949.51274,0.298245614,639.5,0.280701754,0,80.11269793,4.464973872,32.24972611,23.20910111,27.72941361,9.040625,12488.25533,0.03125,438.4,0.3125,0,79.46482402,2.308034561,FAr
2109,1933,1820,5/20/2015,9/28/2015,1,SI,0.8,0.18,Blanco,N/A,Algodón,VERDADERO,60000,1,Grano seco,NO,0,1,1,3,46,0,60,1,5.5,ATERRONADA,MEDIA,BUENO,NINGUNO,60,DK 234,CÓRDOBA,CIÉNAGA DE ORO,3300,32.35119963,23.78756326,28.06938144,8.563636364,38358.34054,0.161616162,983.7,0.272727273,0,84.84105695,2.798380032,32.65198178,23.80636774,28.22917476,8.845614035,21941.8751,0.245614035,723.5,0.315789474,0,84.21143755,3.005059476,32.22965787,23.0502461,27.63995199,9.179411765,13407.32887,0.029411765,218,0.235294118,0,84.87671174,1.965082173,F
2110,1947,1830,5/23/2015,10/2/2015,1,SI,0.8,0.14,Blanco,N/A,Algodón,VERDADERO,72000,2,Grano seco,NO,1,5,4,4,43,15,75,4,5.5,ATERRONADA,MEDIA,BUENO,LENTO,60,Otro,CÓRDOBA,CERETÉ,5000,33.52984525,24.21166343,28.87075434,9.318181818,38444.96874,0.353535354,853.1,0.212121212,0,79.52901702,4.780938684,33.00241854,23.79013783,28.39627818,9.212280702,21813.06722,0.245614035,750.6,0.333333333,0,80.66228276,3.917292145,32.39319652,23.09605366,27.74462509,9.297142857,13752.05441,0.028571429,442.5,0.257142857,0,79.27015319,2.469845011,FAr
2111,1948,1831,5/1/2015,9/5/2015,1,SI,0.8,0.13,Blanco,N/A,Algodón,VERDADERO,73000,1,Grano seco,NO,1,2,2,4,110,46,60,4,5.5,GRANULAR,MEDIA,BUENO,LENTO,60,P4082 (Pioneer),CÓRDOBA,CERETÉ,6200,33.91656161,24.54787474,29.23221817,9.368686869,38318.36504,0.484848485,590.4,0.171717172,0,79.5522758,5.150035,34.31554268,24.63133215,29.47343742,9.684210526,22041.14917,0.50877193,401.3,0.192982456,0,78.57911286,5.634014929,32.4026369,23.1326369,27.7676369,9.27,11965.63423,0.1,454.1,0.333333333,0,79.47165557,2.077762393,FAr
2113,1950,1833,5/20/2015,9/30/2015,1,SI,0.8,0.14,Blanco,N/A,Algodón,VERDADERO,73000,2,Grano seco,SI,1,1,2,4,92,0,120,4,6,ATERRONADA,BAJA,BUENO,LENTO,60,DK 234,CÓRDOBA,SAN PELAYO,5000,33.51164199,24.24497532,28.87830865,9.266666667,38358.34054,0.353535354,823.8,0.212121212,0,79.66989811,4.895813395,33.23044014,23.87429979,28.55236997,9.356140351,21941.8751,0.280701754,672.5,0.298245614,0,80.24586691,4.361034129,32.49050433,23.182171,27.83633767,9.308333333,14258.06919,0.055555556,520.6,0.305555556,0,79.19446169,2.399941217,FAr
2117,1952,1835,5/27/2015,10/4/2015,1,NO,0.8,0.14,Blanco,N/A,Algodón,VERDADERO,72000,2,Grano seco,SI,1,2,3,2,0,0,120,5,6,ATERRONADA,BAJA,BUENO,LENTO,59,P4082 (Pioneer),CÓRDOBA,SAN PELAYO,5200,33.52431581,24.18290167,28.85360874,9.341414141,38147.98497,0.343434343,918.9,0.222222222,0,79.44587478,4.781438067,32.72560173,23.56770699,28.14665436,9.157894737,21786.18254,0.175438596,801.2,0.333333333,0,80.89548218,3.609432427,32.24728925,23.14425895,27.6957741,9.103030303,12769.53658,0.03030303,373.4,0.242424242,0,79.653913,2.690466028,FAr
2118,1953,1836,5/21/2015,9/27/2015,1,NO,0.8,0.14,Blanco,N/A,Algodón,VERDADERO,72000,2,Grano seco,SI,1,3,2,4,0,0,180,4,6,ATERRONADA,BAJA,BUENO,LENTO,59,DK 234,CÓRDOBA,SAN PELAYO,5200,33.49837402,24.24180836,28.87009119,9.256565657,38325.17146,0.353535354,824.9,0.212121212,0,79.65846334,4.893996754,33.19215012,23.85355363,28.52285187,9.338596491,21971.62834,0.280701754,705.5,0.315789474,0,80.3564897,4.1992874,32.27548107,23.14735607,27.71141857,9.128125,12485.87869,0,372.4,0.25,0,79.4763763,2.2861203,FAr
2119,1954,1837,5/22/2015,9/30/2015,1,SI,0.8,0.14,Blanco,N/A,Algodón,VERDADERO,72000,1,Grano seco,NO,1,4,5,5,110,46,120,4,5,GRANULAR,MEDIA,BUENO,LENTO,60,P4082 (Pioneer),CÓRDOBA,SAN PELAYO,6380,33.49129148,24.2135137,28.85240259,9.277777778,38325.96158,0.353535354,855.2,0.212121212,0,79.65404159,4.891143778,33.10945663,23.83226364,28.47086013,9.277192982,21908.83303,0.263157895,706.6,0.315789474,0,80.5120679,4.00628953,32.44571225,23.14865342,27.79718284,9.297058824,13394.05764,0.029411765,486.5,0.294117647,0,79.23021071,2.44654919,FAr
2120,1955,1838,5/30/2015,10/5/2015,1,SI,0.8,0.14,Blanco,N/A,Algodón,VERDADERO,73000,1,Grano seco,NO,1,3,5,5,110,46,120,3,5,GRANULAR,BAJA,LENTO A MUY LENTO,LENTO,12,P4082 (Pioneer),CÓRDOBA,SAN PELAYO,5700,33.54308121,24.16025293,28.85166707,9.382828283,38239.54804,0.343434343,862.6,0.212121212,0,79.35514242,4.673022183,32.68164536,23.56234712,28.12199624,9.119298246,21784.18536,0.157894737,799.8,0.333333333,0,80.90751751,3.573754799,32.23249548,23.13249548,27.68249548,9.1,11949.28006,0.032258065,371.2,0.258064516,0,79.7136123,2.687966334,FAr
2126,1929,1796,5/25/2015,9/20/2015,3,NO,0.8,0.4,Blanco,N/A,Frijol,VERDADERO,62000,2,Grano seco,NO,0,1,0,2,92,0,0,2,5.5,ATERRONADA,BAJA,LENTO A MUY LENTO,NINGUNO,40,DK 234 YGRR,CÓRDOBA,CERETÉ,3500,33.5115576,24.18630507,28.84893133,9.325252525,38428.19342,0.343434343,917.9,0.222222222,0,79.4720696,4.79302048,32.843488,23.67331257,28.25840028,9.170175439,21808.55772,0.210526316,812.9,0.350877193,0,80.75989163,3.778567241,32.15435483,23.11625959,27.63530721,9.038095238,8147.453162,0,195.3,0.19047619,0,79.7816704,2.362709346,FAr
2127,1928,1797,5/26/2015,10/4/2015,3,NO,0.8,0.5,Amarillo,N/A,Otro,VERDADERO,62000,2,Mazorca (fresca),NO,0,1,3,2,92,0,0,3.2,6,ATERRONADA,BAJA,LENTO A MUY LENTO,LENTO,40,Otro,CÓRDOBA,CERETÉ,2040,33.51171009,24.19251817,28.85211413,9.319191919,38225.47212,0.343434343,917.9,0.222222222,0,79.45497459,4.779705774,32.79551232,23.62533688,28.2104246,9.170175439,21836.36757,0.192982456,819.7,0.350877193,0,80.87254193,3.604449148,32.222813,23.13163653,27.67722476,9.091176471,13122.60575,0.029411765,373.4,0.235294118,0,79.73196244,2.688191588,FAr
2128,1927,1798,5/27/2015,9/26/2015,3,NO,0.8,0.5,Amarillo,N/A,Frijol,VERDADERO,62000,2,Grano seco,NO,0,2,2,4,92,0,120,1.3,5.5,ATERRONADA,BAJA,LENTO A MUY LENTO,NINGUNO,47,PIONEER 30F35,CÓRDOBA,CERETÉ,2500,33.52431581,24.18290167,28.85360874,9.341414141,38147.98497,0.343434343,918.9,0.222222222,0,79.44587478,4.781438067,32.72560173,23.56770699,28.14665436,9.157894737,21786.18254,0.175438596,801.2,0.333333333,0,80.89548218,3.609432427,32.22867682,23.16867682,27.69867682,9.06,9792.295076,0,258.2,0.24,0,79.44999673,2.296982642,FrL
2129,1926,1799,5/15/2015,10/13/2015,1,NO,0.8,0.2,Amarillo,N/A,Frijol,VERDADERO,55000,1,Grano seco,SI,0,1,2,4,138,0,60,3.3,5.5,GRANULAR,MEDIA,BUENO,LENTO,60,Otro,CÓRDOBA,CERETÉ,3000,33.5000247,24.18588329,28.842954,9.314141414,37856.14652,0.363636364,750,0.202020202,0,79.81089706,4.987871883,33.63458215,24.13458215,28.88458215,9.5,21924.17813,0.368421053,568.7,0.263157895,0,79.55160445,5.138321919,32.15956352,23.13548944,27.64752648,9.024074074,20859.72819,0.037037037,633.5,0.240740741,0,79.81810768,2.654096907,FAr
2130,1925,1800,5/17/2015,9/12/2015,1,NO,0.8,0.14,Blanco,N/A,Otro,VERDADERO,75000,1,Grano seco,NO,0,3,1,3,92,0,60,3.5,5.5,ATERRONADA,MEDIA,BUENO,LENTO,60,P4082 (Pioneer),CÓRDOBA,CERETÉ,5200,33.46744867,24.1977517,28.83260018,9.26969697,38193.45211,0.343434343,781,0.202020202,0,79.84630114,4.973348446,33.47299887,23.98703395,28.73001641,9.485964912,21987.40073,0.333333333,568.7,0.263157895,0,79.84262656,4.748717205,32.37044584,23.38949346,27.87996965,8.980952381,8212.927575,0.047619048,362.7,0.333333333,0,79.31437777,1.891468991,FAr
2131,1924,1801,5/15/2015,8/24/2015,3,NO,0.8,0.5,Amarillo,N/A,Algodón,VERDADERO,60000,1,Ensilaje,NO,0,1,0,1,40,0,0,1.1,6,ATERRONADA,MEDIA,BUENO,NINGUNO,60,Otro,CÓRDOBA,CERETÉ,20022,33.5000247,24.18588329,28.842954,9.314141414,37856.14652,0.363636364,750,0.202020202,0,79.81089706,4.987871883,33.63458215,24.13458215,28.88458215,9.5,21924.17813,0.368421053,568.7,0.263157895,0,79.55160445,5.138321919,33.05220226,23.25220226,28.15220226,9.8,1666.826654,0,71,0.25,0,78.74558209,0.785952743,FAr
2132,1923,1802,5/16/2015,9/15/2015,1,NO,0.8,0.2,Blanco,N/A,Algodón,VERDADERO,55000,2,Grano seco,NO,1,1,0,3,92,0,60,2,4.5,ATERRONADA,MEDIA,BUENO,NINGUNO,60,DK 234,CÓRDOBA,CERETÉ,2880,33.4895044,24.1874842,28.8384943,9.302020202,38058.08217,0.353535354,749.8,0.202020202,0,79.80838095,4.988347914,33.54741133,24.04916571,28.79828852,9.498245614,21982.61652,0.350877193,568.7,0.263157895,0,79.61892647,5.089189736,32.29530699,23.29530699,27.79530699,9,9714.369662,0.04,387.1,0.32,0,79.53621037,2.057404331,ArL
2133,1922,1803,5/5/2015,9/28/2015,3,SI,0.8,0.5,Amarillo,N/A,Frijol,,62500,2,Mazorca (fresca),NO,0,2,2,2,92,0,0,1.5,6,ATERRONADA,BAJA,LENTO A MUY LENTO,NINGUNO,50,Otro,CÓRDOBA,CERETÉ,3000,33.84887475,24.5024101,29.17564242,9.346464646,37637.32702,0.464646465,631.7,0.181818182,0,79.51084432,5.099345734,34.25080036,24.58939685,29.4200986,9.661403509,22084.34029,0.50877193,423.9,0.210526316,0,78.69760034,5.630421473,32.35783383,23.1537522,27.75579301,9.204081633,19297.70162,0.040816327,671.6,0.306122449,0,79.41443246,2.295492054,FrL
2134,1921,1804,5/20/2015,9/16/2015,1,NO,0.8,0.16,Blanco,N/A,Algodón,VERDADERO,65000,1,Grano seco,NO,0,2,0,5,138,0,120,2.3,6.5,ATERRONADA,MEDIA,BUENO,NINGUNO,28,P4082 (Pioneer),CÓRDOBA,CERETÉ,4500,33.51164199,24.24497532,28.87830865,9.266666667,38358.34054,0.353535354,823.8,0.212121212,0,79.66989811,4.895813395,33.23044014,23.87429979,28.55236997,9.356140351,21941.8751,0.280701754,672.5,0.298245614,0,80.24586691,4.361034129,32.16310337,23.17219428,27.66764882,8.990909091,8453.268394,0.045454545,335.1,0.318181818,0,79.75480209,2.363588246,F
2135,1920,1805,5/21/2015,10/5/2015,1,SI,0.8,0.16,Blanco,N/A,Maiz,VERDADERO,75000,1,Grano seco,NO,0,3,1,4,107,24,12,3.1,6,ATERRONADA,MEDIA,BUENO,LENTO,50,P4082 (Pioneer),CÓRDOBA,CERETÉ,7200,33.49837402,24.24180836,28.87009119,9.256565657,38325.17146,0.353535354,824.9,0.212121212,0,79.65846334,4.893996754,33.19215012,23.85355363,28.52285187,9.338596491,21971.62834,0.280701754,705.5,0.315789474,0,80.3564897,4.1992874,32.22771472,23.10271472,27.66521472,9.125,15453.46639,0.025,487.6,0.25,0,79.61326416,2.615178705,FAr
2137,1918,1807,5/16/2015,9/15/2015,1,NO,0.8,0.14,Blanco,N/A,Algodón,VERDADERO,75000,2,Grano seco,NO,0,2,8,3,138,0,0,2.1,5.5,ATERRONADA,MEDIA,BUENO,NINGUNO,50,Otro,CÓRDOBA,CERETÉ,3000,33.4895044,24.1874842,28.8384943,9.302020202,38058.08217,0.353535354,749.8,0.202020202,0,79.80838095,4.988347914,33.54741133,24.04916571,28.79828852,9.498245614,21982.61652,0.350877193,568.7,0.263157895,0,79.61892647,5.089189736,32.29530699,23.29530699,27.79530699,9,9714.369662,0.04,387.1,0.32,0,79.53621037,2.057404331,FAr
2138,1917,1808,5/6/2015,9/12/2015,1,NO,0.8,0.2,Blanco,N/A,Algodón,VERDADERO,62500,1,Grano seco,NO,0,2,2,3,58,24,72,3.6,5.5,ATERRONADA,MEDIA,BUENO,LENTO,54,DK 234,CÓRDOBA,CERETÉ,4000,33.82476325,24.4762784,29.15052083,9.348484848,37493.89891,0.454545455,640.9,0.181818182,0,79.46355159,5.069542221,34.21997544,24.5989228,29.40944912,9.621052632,22058.15242,0.50877193,433.4,0.210526316,0,78.71181732,5.632221491,32.29380306,23.13130306,27.71255306,9.1625,12588.95295,0.03125,498,0.3125,0,79.50181436,1.973190681,FrL
2139,1916,1809,5/4/2015,9/10/2015,1,NO,0.8,0.14,Blanco,N/A,Algodón,VERDADERO,70000,2,Mazorca (fresca),NO,0,1,10,4,92,0,120,1.5,4.5,ATERRONADA,BAJA,LENTO A MUY LENTO,NINGUNO,32,P3966 (Pioneer),CÓRDOBA,CERETÉ,2970,33.88278404,24.51308707,29.19793556,9.36969697,37808.93629,0.474747475,622.2,0.181818182,0,79.50265878,5.099510432,34.25080729,24.61747395,29.43414062,9.633333333,22047.22896,0.50877193,387.9,0.192982456,0,78.69411817,5.630797031,32.36465147,23.14590147,27.75527647,9.21875,12668.66583,0.0625,543.5,0.34375,0,79.40271946,1.916575088,F
2141,1914,1811,5/20/2015,9/28/2015,1,NO,0.8,0.14,Blanco,N/A,Algodón,VERDADERO,75000,2,Mazorca (fresca),NO,1,2,4,4,92,0,120,1.7,5.5,ATERRONADA,MEDIA,BUENO,NINGUNO,60,P3966 (Pioneer),CÓRDOBA,CERETÉ,3000,33.51164199,24.24497532,28.87830865,9.266666667,38358.34054,0.353535354,823.8,0.212121212,0,79.66989811,4.895813395,33.23044014,23.87429979,28.55236997,9.356140351,21941.8751,0.280701754,672.5,0.298245614,0,80.24586691,4.361034129,32.42042323,23.18218794,27.80130558,9.238235294,13407.32887,0.058823529,422.8,0.294117647,0,79.23694106,2.464414616,FAr
2143,1961,1850,6/8/2015,10/6/2015,1,NO,0.8,0.18,Amarillo,N/A,Algodón,FALSO,60000,2,Grano seco,NO,0,1,2,2,92,0,0,2,6,GRANULAR,MEDIA,BUENO,NINGUNO,60,Otro,CÓRDOBA,CIÉNAGA DE ORO,3700,32.37197189,23.63257795,28.00227492,8.739393939,38465.02274,0.151515152,1029.3,0.282828283,0,84.74623351,2.784687621,32.5809118,23.44933285,28.01512233,9.131578947,21906.781,0.140350877,739.7,0.280701754,0,84.20631758,2.667762532,32.08460009,23.01503487,27.54981748,9.069565217,8907.165794,0.130434783,81.5,0.130434783,0,84.91654637,2.210339819,ArA
2145,1962,1849,5/24/2015,9/28/2015,1,SI,0.8,0.18,Blanco,N/A,Algodón,FALSO,60000,2,Grano seco,NO,0,1,2,2,84,0,10,2,6.5,ATERRONADA,MEDIA,BUENO,NINGUNO,60,P4082 (Pioneer),CÓRDOBA,CIÉNAGA DE ORO,3000,32.37024958,23.76519907,28.06772432,8.605050505,38552.3711,0.161616162,1026.6,0.272727273,0,84.85377471,2.807451446,32.67435615,23.77260176,28.22347896,8.901754386,21828.68354,0.228070175,787.2,0.350877193,0,84.14425481,2.762870186,32.28132982,23.01466316,27.64799649,9.266666667,11797.3837,0.033333333,129.9,0.166666667,0,84.7374925,1.982434695,Ar
2154,1977,1874,4/22/2015,9/17/2015,1,SI,0.8,0.2,Blanco,N/A,Algodón,VERDADERO,60000,2,Grano seco,SI,0,1,1,3,92,0,60,1,5,ATERRONADA,MEDIA,BUENO,NINGUNO,60,P3966 (Pioneer),CÓRDOBA,SAN CARLOS,4800,34.14444444,24.7020202,29.42323232,9.442424242,37948.90975,0.535353535,448.7,0.141414141,0,79.16161616,5.375126141,34.28947368,24.66491228,29.47719298,9.624561404,21950.00595,0.50877193,253.4,0.140350877,0,78.78947368,5.771657481,32.37528342,23.35959714,27.86744028,9.015686275,19705.74905,0.078431373,794.7,0.333333333,0,80.06930044,2.348273809,FrL
2155,2002,1859,5/18/2015,9/12/2015,1,NO,0.75,0.125,Blanco,N/A,Algodón,VERDADERO,93331,2,Mazorca (fresca),NO,0,3,2,2,92,0,0,1.1,6.5,GRANULAR,BAJA,LENTO A MUY LENTO,NINGUNO,11,DK 234,CÓRDOBA,COTORRA,3000,32.27890441,23.94860138,28.11375289,8.33030303,38390.57658,0.101010101,599.5,0.191919192,0,82.89572629,2.786272131,32.50870097,23.82799921,28.16835009,8.680701754,22303.57819,0.122807018,409.9,0.192982456,0,82.33713262,2.781631452,31.80658752,23.76158752,27.78408752,8.045,7681.488422,0.05,182.4,0.2,0,83.89453604,2.15880383,AF
2156,2001,1860,5/2/2015,10/6/2015,1,SI,0.75,0.125,Amarillo,N/A,Algodón,VERDADERO,93331,2,Mazorca (fresca),NO,0,2,5,4,80,0,120,1.7,6,GRANULAR,MEDIA,BUENO,NINGUNO,58,PAC 105,CÓRDOBA,COTORRA,4160,32.44305472,24.2268931,28.33497391,8.216161616,38653.20571,0.151515152,506.3,0.161616162,0,82.81306035,2.854147642,32.41344935,24.06081777,28.23713356,8.352631579,21914.33911,0.122807018,284.7,0.140350877,0,82.63566604,3.025008604,31.76182403,23.52849069,27.64515736,8.233333333,22939.34823,0.05,528.2,0.2,0,83.59332407,2.376752022,ArL
2157,2000,1861,5/26/2015,9/21/2015,1,NO,0.8,0.25,Blanco,N/A,Algodón,FALSO,50000,2,Grano seco,SI,0,2,0,4,80,0,120,1.3,5.5,GRANULAR,MEDIA,BUENO,NINGUNO,60,DK 234 YGRR,CÓRDOBA,COTORRA,1800,32.29526562,23.8760737,28.08566966,8.419191919,38373.24205,0.111111111,732.9,0.212121212,0,82.86234751,2.779231779,32.49096619,23.71728198,28.10412409,8.773684211,22566.63323,0.105263158,534.7,0.228070175,0,82.26705336,2.505087536,31.60355784,23.53212926,27.56784355,8.071428571,8043.32251,0,89.2,0.095238095,0,83.8860649,1.459338349,FAr
2158,2003,1886,5/25/2015,9/23/2015,1,SI,0.8,0.14,Blanco,N/A,Algodón,VERDADERO,75000,2,Grano seco,SI,0,3,0,3,45,45,45,4,6,GRANULAR,MEDIA,BUENO,LENTO,60,P4082 (Pioneer),CÓRDOBA,CERETÉ,5100,33.5115576,24.18630507,28.84893133,9.325252525,38428.19342,0.343434343,917.9,0.222222222,0,79.4720696,4.79302048,32.843488,23.67331257,28.25840028,9.170175439,21808.55772,0.210526316,812.9,0.350877193,0,80.75989163,3.778567241,32.16442843,23.14776177,27.6560951,9.016666667,9296.800214,0,213,0.208333333,0,79.7637241,2.306504719,FAr
2159,2004,1887,5/25/2015,10/3/2015,1,SI,0.8,0.12,Blanco,N/A,Algodón,VERDADERO,72000,1,Grano seco,NO,0,2,2,4,92,0,120,4,5.5,ATERRONADA,MEDIA,BUENO,LENTO,60,DK 234,CÓRDOBA,SAN PELAYO,5400,33.5115576,24.18630507,28.84893133,9.325252525,38428.19342,0.343434343,917.9,0.222222222,0,79.4720696,4.79302048,32.843488,23.67331257,28.25840028,9.170175439,21808.55772,0.210526316,812.9,0.350877193,0,80.75989163,3.778567241,32.29709044,23.1647375,27.73091397,9.132352941,13208.72909,0.029411765,380.2,0.235294118,0,79.60370686,2.641901624,FAr
2160,2005,1888,5/20/2015,9/28/2015,1,SI,0.8,0.14,Blanco,N/A,Algodón,VERDADERO,73000,2,Grano seco,SI,0,2,1,3,92,0,60,5,5.5,GRANULAR,MEDIA,BUENO,LENTO,60,DK 234,CÓRDOBA,CERETÉ,5000,33.51164199,24.24497532,28.87830865,9.266666667,38358.34054,0.353535354,823.8,0.212121212,0,79.66989811,4.895813395,33.23044014,23.87429979,28.55236997,9.356140351,21941.8751,0.280701754,672.5,0.298245614,0,80.24586691,4.361034129,32.42042323,23.18218794,27.80130558,9.238235294,13407.32887,0.058823529,422.8,0.294117647,0,79.23694106,2.464414616,FAr
